1599505810,28.56
1599527412,27.58
1599549027,27.25
1599670223,21.65
1599691839,20.26
1599713467,19.62
1599735081,19.28
1599756693,17.31
1599778337,16.16
1599799967,15.02
1599821577,14.71
1599843197,12.87
1599864806,12.32
1599886420,11.62
1600021038,3.35
1600105930,-0.92
1600105931,149.08
1600127531,147.25
1600149323,147.01
1600170937,145.92
1600192553,144.83
1600214225,143.15
1600236020,142.84
1600257691,142.34
1600381081,134.42
1600402693,133.14
1600424296,132.79
1600445983,131.38
1600467647,130.38
1600489313,129.63
1600510988,129.02
1600532601,128.42
1600897586,106.66
1600969647,102.81
1600992144,100.77
1601013755,100.26
1601035415,99.94
1601057043,98.51
1601078775,97.06
1601100556,96.64
1601122168,96.04
1601143786,93.78
1601165398,92.28
1601187011,91.35
1601208624,90.69
1601230252,88.97
1601251867,87.52
1601273467,87.1
1601295076,86.45
1601316770,85.61
1601338379,84.26
1601359981,83.76
1601381592,83.49
1601403207,81.91
1601424821,80.16
1601446432,79.79
1601468044,79.06
1601489677,77.58
1601511289,76.21
1601532890,75.42
1601554499,75.03
1601576128,73.11
1601597728,71.33
1601619358,70.89
1601640971,69.93
1601662629,69.32
1601684240,67.93
1601705855,67.54
1601727533,66.5
1601749143,65.83
1601770757,64.61
1601792367,64.29
1601814051,63.13
1601835700,61.57
1601857343,59.92
1601878943,59.51
1601900606,58.58
1601922247,57.96
1601943903,56.38
1601965535,55.87
1601987147,55.36
1602008828,53.71
1602030541,51.38
1602052152,50.92
1602073773,50.25
1602095376,48.82
1602117051,47.21
1602138680,46.76
1602160281,45.81
1602182025,44.121
1602203625,42.05
1602225240,41.71
1602246869,40.69
1602268483,39.62
1602290095,38.7
1602311708,38.06
1602333310,37.46
1602354921,36.27
1602376532,34.79
1602398147,34.32
1602419761,33.73
1602441389,32.21
1602464071,30.75
1602485679,30.49
1602507295,29.94
1602528906,28.74
1602550550,26.95
1602572200,26.64
1602593814,25.39
1602615422,23.79
1602637037,22.57
1602658651,22.35
1602680261,20.89
1602701891,19.2
1602723492,17.8
1602745119,17.35
1602766730,16.58
1602788330,15.1
1602809944,13.26
1602831558,12.97
1602853170,12.13
1602874790,10.81
1602874791,160.81
1602896402,159.23
1602918014,158.9
1602939629,157.32
1602961260,156.47
1602982869,155.06
1603004469,154.67
1603026082,153.32
1603047695,151.05
1603069312,149.03
1603090972,148.74
1603112596,146.89
1603134212,144.94
1603155837,143.24
1603177437,142.87
1603199051,141.89
1603220666,139.99
1603242292,136.02
1603263894,135.64
1603285504,135.33
1603307119,134.18
1603328750,132.06
1603350361,131.81
1603371962,130.8
1603393572,129.1
1603415187,127.02
1603436800,126.58
1603458417,125.12
1603480025,122.76
1603501638,121
1603523255,120.65
1603544870,118.25
1603566483,116.29
1603591231,115.34
1603612903,114.93
1603634519,114.19
1603656141,111.56
1603677747,110.09
1603699390,109.79
1603721019,108.48
1603742639,107.19
1603764259,105.54
1603785872,105.16
1603807487,103.81
1603829100,101.4
1603850708,99.96
1603872327,99.58
1603893944,98.34
1603915552,96.54
1603937154,95.51
1603958765,95.17
1603980379,93.48
1604001991,91.64
1604023607,90.58
1604045219,90.19
1604066831,88.78
1604088449,86.07
1604110060,85.3
1604131690,84.93
1604153346,83.66
1604174958,81.88
1604196572,80.77
1604218189,80.44
1604239800,78.74
1604261431,77.14
1604283087,75.21
1604304699,74.76
1604326312,73.39
1604347925,71.25
1604369539,69.36
1604391155,69.06
1604412814,67.72
1604434450,65.84
1604456055,64.22
1604477693,63.58
1604499346,62.57
1604520954,60.85
1604542567,59.38
1604564184,58.97
1604585795,58.06
1604607424,55.92
1604629086,54.36
1604650695,53.86
1604672310,53
1604693921,51.48
1604715538,50.19
1604737166,48.7
1604758806,47.92
1604780435,46.39
1604802048,44.73
1604823663,44.22
1604845275,42.87
1604866894,40.89
1604888505,39.23
1604910130,38.87
1604931730,37.4
1604953341,35.26
1604974954,34.09
1604996569,33.64
1605018197,32.3
1605039814,29.71
1605061425,28.24
1605083038,27.64
1605104638,26.49
1605126253,23.98
1605147871,22.81
1605169478,22.4
1605191090,20.88
1605212704,18.69
1605234330,17.54
1605255931,17.07
1605277545,15.17
1605299156,11.8
1605547798,4.07
1605628981,3.00
1605628982,153.00
1605996536,123.04
1606018164,121.5
1606039764,121.11
1606061377,119.15
1606082989,116.63
1606104844,115.62
1606126538,115.23
1606148193,113.5
1606169806,112.4
1606191421,111.14
1606213032,110.82
1606234768,109.61
1606256380,107.65
1606278003,106.81
1606299604,106.41
1606321286,104.59
1606342911,102.57
1606364615,101.6
1606386256,101.27
1606407856,100.31
1606429484,98.7
1606451164,97.64
1606472775,97.22
1606494561,95.83
1606516206,94.29
1606537849,93.36
1606559494,93.06
1606581121,91.85
1606602814,89.95
1608176141,5.00
1608176142,155.00
1610954236,5.00
1610954237,155.00
1613391086,-9.00
1613396934,91.87
1613398601, 91.83
1613413012, 91.13
1613427420, 90.23
1613441845, 89.66
1613456304, 89.46
1613470708, 89.24
1613485118, 88.72
1613499527, 88.16
1613513952, 87.34
1613528405, 86.72
1613542813, 86.44
1613557222, 86.15
